distance_km,load_kg,vehicle_type,fuel_type,avg_speed,stop_events,co2_kg
55.01,1085.39,van,petrol,58.37,2,20.41
36.57,254.48,van,petrol,74.32,0,11.65
201.26,1675.57,van,petrol,66.09,4,75.1
88.36,475.58,van,petrol,57.52,2,27.18
79.76,306.25,van,petrol,65.63,2,26.62
58.81,905.87,van,petrol,56.33,2,22.57
211.01,425.06,van,petrol,55.28,2,85.94
47.52,1098.79,van,petrol,55.59,0,30.57
129.3,581.64,van,petrol,54.62,4,46.58
90.02,750.79,van,petrol,55.82,2,30.27
154.45,871.15,van,petrol,49.33,6,60.0
204.52,646.2,van,petrol,52.44,5,64.89
126.28,885.91,van,petrol,57.52,1,40.29
84.22,1120.89,van,petrol,69.21,2,24.57
182.8,866.65,van,petrol,61.66,2,45.63
85.83,638.69,van,petrol,59.63,0,27.34
26.92,1251.71,van,petrol,60.81,0,8.83
75.34,233.21,van,petrol,62.37,1,23.12
124.73,244.77,van,petrol,43.01,4,77.12
75.51,872.05,van,petrol,71.74,1,20.91
179.86,1506.44,van,petrol,53.56,3,67.93
100.78,478.04,van,petrol,94.23,2,29.54
141.29,289.96,van,petrol,34.4,4,43.96
67.48,304.04,van,petrol,50.38,1,19.87
145.73,1021.69,van,petrol,40.39,4,55.69
72.44,804.21,van,petrol,45.6,3,26.4
131.21,585.77,van,petrol,66.94,5,43.35
69.61,667.53,van,petrol,83.87,1,20.54
84.52,412.07,van,petrol,57.61,2,22.41
246.07,671.0,van,petrol,47.88,3,121.95
245.27,656.63,van,petrol,60.45,5,65.46
46.2,440.86,van,petrol,73.97,2,14.14
195.1,595.87,van,petrol,64.57,4,60.36
33.67,662.47,van,petrol,49.18,0,10.22
130.69,311.57,van,petrol,70.77,1,38.53
37.74,494.39,van,petrol,72.7,1,12.69
54.83,486.81,van,petrol,81.38,0,18.05
43.93,846.66,van,petrol,79.66,0,24.85
140.14,1715.44,van,petrol,42.88,1,90.22
29.93,1176.62,van,petrol,46.81,1,18.03
195.28,330.16,van,petrol,55.08,4,87.31
111.84,1241.76,van,petrol,80.25,3,36.98
31.37,2247.76,van,petrol,61.94,0,10.53
123.44,258.03,van,petrol,79.76,3,39.5
54.72,403.62,van,petrol,48.72,2,18.52
118.61,1331.47,van,petrol,74.66,1,38.17
97.96,772.59,van,petrol,59.94,3,29.09
70.16,853.61,van,petrol,66.94,1,24.76
12.04,817.08,van,petrol,64.02,1,3.81
101.55,876.43,van,petrol,40.04,2,31.42
105.17,1052.58,van,petrol,75.71,1,32.66
316.24,296.03,van,petrol,54.04,6,97.27
47.16,929.77,van,petrol,77.83,2,19.29
174.58,1847.14,van,petrol,40.15,8,75.17
40.78,904.39,van,petrol,54.45,2,13.3
162.33,570.55,van,petrol,30.0,4,58.39
25.79,1118.91,van,petrol,34.34,0,8.32
75.22,702.04,van,petrol,41.77,1,26.02
62.41,362.08,van,petrol,78.4,3,19.26
33.12,209.25,van,petrol,54.67,0,11.1
21.8,2329.95,van,petrol,44.66,1,9.75
90.61,564.52,van,petrol,75.59,0,31.92
57.7,744.95,van,petrol,55.54,2,19.39
27.7,746.61,van,petrol,39.16,2,14.74
132.59,683.17,van,petrol,73.42,2,46.64
44.07,1352.94,van,petrol,57.3,4,18.6
225.79,760.3,van,petrol,48.67,6,74.08
141.47,625.48,van,petrol,50.87,1,45.87
46.07,919.78,van,petrol,46.65,1,14.76
93.86,776.43,van,petrol,51.26,1,31.07
251.98,1813.05,van,petrol,72.74,5,92.71
198.66,422.06,van,petrol,45.12,3,65.08
14.99,1845.17,van,petrol,63.48,0,5.03
99.2,393.93,van,petrol,30.0,4,32.98
47.44,615.03,van,petrol,77.98,1,26.53
144.42,899.84,van,petrol,64.69,8,55.26
80.15,403.86,van,petrol,83.9,4,28.17
164.15,1848.36,van,petrol,48.28,2,63.37
85.96,709.99,van,petrol,53.79,4,29.86
109.92,570.33,van,diesel,83.17,3,42.11
107.49,89.7,van,petrol,38.15,4,43.31
0.29,880.99,van,petrol,93.44,0,0.13
133.04,374.45,van,petrol,64.61,5,65.66
112.22,841.38,van,petrol,68.46,1,35.59
134.06,649.83,van,petrol,66.61,1,41.44
87.78,378.49,van,petrol,41.41,1,34.83
94.2,1097.65,van,petrol,66.79,1,34.33
237.08,452.79,van,petrol,75.27,3,82.33
80.05,538.76,van,petrol,56.54,0,23.89
93.02,1072.29,van,petrol,80.01,2,56.38
46.94,599.31,van,petrol,81.99,0,15.7
129.86,293.14,van,petrol,74.91,3,44.09
46.89,1997.59,van,petrol,70.7,1,18.07
52.48,410.14,van,petrol,35.45,0,15.38
468.7,1067.75,van,petrol,72.83,14,213.53
53.08,565.81,van,petrol,40.54,1,17.07
140.88,256.77,van,petrol,56.23,3,53.53
37.68,677.52,van,petrol,69.24,0,9.97
216.0,819.64,van,petrol,67.34,2,66.34
82.06,1233.29,van,petrol,60.95,2,37.23
86.86,792.42,van,petrol,30.0,2,22.33
159.54,267.61,van,petrol,64.97,5,36.0
53.2,419.11,van,petrol,66.11,3,15.76
137.39,358.66,van,petrol,53.0,5,39.97
54.38,510.96,van,petrol,70.44,0,12.93
89.62,451.7,van,petrol,54.56,2,19.63
187.04,717.11,van,petrol,82.38,6,49.28
87.56,543.04,van,petrol,60.13,3,36.95
40.46,879.04,van,petrol,41.4,0,10.54
137.01,737.07,van,petrol,55.98,5,33.01
117.86,1300.19,van,petrol,72.14,4,33.6
101.27,913.96,van,petrol,40.19,3,30.64
11.58,1017.35,van,petrol,59.55,0,3.21
123.15,659.13,van,petrol,79.22,3,37.72
71.12,2210.51,van,petrol,69.44,0,24.9
110.82,664.29,van,petrol,43.01,3,39.63
129.28,716.79,van,petrol,30.0,3,38.1
213.88,667.15,van,petrol,38.26,7,61.71
190.48,1115.64,van,petrol,85.18,2,106.41
37.1,439.38,van,petrol,43.89,0,8.73
140.96,1019.01,van,petrol,44.52,5,37.96
109.05,966.18,van,petrol,47.88,0,32.83
37.49,292.73,van,petrol,67.32,3,12.06
136.13,439.4,van,petrol,49.33,3,40.45
108.25,979.01,van,petrol,52.05,1,34.96
81.14,616.47,van,petrol,73.51,3,22.56
85.72,855.97,van,petrol,68.22,3,26.96
55.81,894.2,van,petrol,92.17,0,15.2
97.67,744.41,van,petrol,74.27,2,32.82
25.08,1429.02,van,petrol,48.57,1,12.25
26.24,1335.98,van,petrol,73.79,0,8.7
341.96,1099.47,van,petrol,66.21,6,129.67
274.08,685.4,van,petrol,76.92,5,87.43
92.81,436.94,van,petrol,58.14,2,27.05
54.24,838.07,van,petrol,49.83,1,17.19
37.54,1291.89,van,petrol,37.02,0,11.78
92.51,1786.51,van,petrol,40.67,0,32.39
346.02,604.16,van,petrol,55.81,4,118.45
70.17,1064.35,van,petrol,47.96,2,23.37
99.18,778.04,van,petrol,68.05,1,32.83
29.71,466.36,van,petrol,51.11,0,13.5
20.84,1680.7,van,petrol,55.57,0,6.86
126.7,412.2,van,petrol,50.67,1,32.95
39.6,879.62,van,petrol,54.34,1,12.62
35.07,1366.42,van,petrol,89.87,0,10.15
120.48,1078.63,van,petrol,61.3,3,39.02
104.07,1030.32,van,petrol,69.55,2,34.5
58.24,917.07,van,petrol,47.67,2,20.03
47.44,592.3,van,petrol,48.09,0,13.58
106.51,1445.11,van,petrol,53.64,2,39.17
164.86,970.23,van,petrol,82.15,3,52.64
26.26,1053.92,van,diesel,100.0,1,10.9
59.23,226.19,van,petrol,68.3,2,18.51
63.7,1152.45,van,petrol,60.89,1,20.04
147.08,321.11,van,petrol,53.93,4,48.39
36.67,3199.59,van,petrol,36.09,0,13.03
190.55,611.13,van,petrol,64.97,1,58.58
72.21,917.53,van,petrol,75.41,1,20.12
222.69,1200.4,van,petrol,61.7,5,76.01
125.72,320.46,van,petrol,54.84,3,40.59
299.0,1343.33,van,petrol,46.99,4,107.13
18.83,276.26,van,petrol,54.44,0,5.7
44.2,798.15,van,petrol,50.01,0,13.67
41.43,617.99,van,diesel,47.97,1,17.18
104.96,477.08,van,petrol,73.03,0,29.57
171.09,1155.55,van,petrol,45.86,2,54.9
72.2,1782.06,van,petrol,55.44,1,27.12
106.6,1045.07,van,petrol,78.89,2,33.72
19.0,1243.75,van,petrol,68.11,0,5.66
51.61,891.74,van,petrol,76.55,0,17.95
159.92,570.41,van,petrol,43.32,2,49.85
70.17,665.36,van,petrol,54.99,3,22.58
114.95,1119.65,van,petrol,45.64,1,36.01
32.93,557.49,van,petrol,60.81,0,10.37
60.93,473.15,van,petrol,59.8,0,32.76
131.62,693.92,van,petrol,48.24,3,42.53
37.98,1141.41,van,petrol,64.93,2,14.19
104.11,970.07,van,petrol,58.53,2,40.29
27.9,656.53,van,petrol,48.52,1,9.59
33.2,473.93,van,petrol,85.11,1,11.78
104.62,335.13,van,petrol,57.39,3,32.16
184.23,1318.35,van,petrol,62.98,2,57.6
47.2,73.22,van,petrol,47.19,2,14.42
199.69,551.72,van,petrol,59.28,4,71.64
96.83,1713.26,van,petrol,42.8,2,38.83
194.87,775.8,van,petrol,71.5,3,63.67
91.17,223.78,van,petrol,62.64,0,26.02
30.07,780.86,van,petrol,64.1,1,8.6
138.12,676.68,van,petrol,44.59,5,51.34
185.63,468.88,van,petrol,75.73,4,62.37
123.75,717.19,van,petrol,90.67,4,43.02
29.39,651.65,van,petrol,35.95,0,8.91
43.17,475.43,van,petrol,52.71,0,11.61
42.48,1572.97,van,petrol,70.59,0,15.26
100.82,1566.43,van,petrol,59.12,0,38.2
73.83,1983.62,van,petrol,77.25,1,29.98
160.13,1154.43,van,petrol,34.3,2,51.37
106.02,196.77,van,petrol,42.88,3,35.5
23.72,809.99,van,petrol,77.75,0,7.35
4.88,1572.04,van,petrol,54.98,1,1.79
256.06,278.62,van,petrol,78.04,7,93.3
40.07,926.89,van,petrol,77.47,0,13.26
130.1,690.56,van,petrol,60.49,2,43.4
40.86,1035.91,van,petrol,67.34,0,15.34
64.58,648.53,van,petrol,61.52,1,23.48
166.94,382.97,van,petrol,54.39,2,63.36
77.97,297.97,van,petrol,47.93,0,28.11
174.63,473.77,van,petrol,55.82,1,47.89
65.5,1180.36,van,petrol,57.02,0,28.38
147.36,317.63,van,petrol,70.77,6,63.65
104.15,1909.89,van,petrol,83.93,3,56.02
102.57,683.39,van,petrol,47.32,2,46.39
8.33,3038.16,van,petrol,60.94,0,4.79
25.08,758.93,van,petrol,53.95,1,15.73
105.1,491.62,van,petrol,70.3,0,36.66
105.83,1251.25,van,petrol,76.68,3,45.98
90.83,1880.64,van,petrol,58.3,2,41.8
108.72,1302.63,van,petrol,48.02,3,54.34
38.63,636.81,van,petrol,41.01,2,14.3
104.26,985.17,van,petrol,67.99,1,44.93
153.19,1263.06,van,petrol,44.23,1,73.31
92.51,1224.53,van,petrol,56.58,3,45.78
152.38,655.05,van,petrol,32.3,1,72.51
251.87,988.67,van,petrol,61.33,5,79.86
162.32,1024.45,van,petrol,76.06,3,68.51
65.65,660.26,van,petrol,65.94,3,26.4
93.55,957.5,van,petrol,47.93,3,44.73
171.45,492.97,van,petrol,37.63,6,75.92
63.6,305.9,van,petrol,50.81,1,24.98
184.26,1571.89,van,petrol,74.21,4,84.88
121.11,894.14,van,petrol,80.81,3,53.6
163.58,280.43,van,petrol,55.54,7,82.54
40.68,359.11,van,petrol,44.29,0,18.21
153.29,1149.24,van,petrol,41.7,4,82.44
44.56,373.87,van,petrol,50.87,0,21.66
75.72,520.83,van,petrol,99.95,2,33.49
96.82,355.93,van,petrol,76.01,1,44.19
30.13,894.41,van,petrol,31.99,0,14.52
98.24,1582.64,van,petrol,69.97,2,53.7
78.05,624.09,van,petrol,30.0,1,36.98
81.54,462.14,van,petrol,50.74,3,30.02
105.94,863.93,van,petrol,46.16,2,57.27
36.37,487.1,van,petrol,30.0,2,11.8
12.61,548.03,van,petrol,30.0,1,4.27
38.92,713.19,van,petrol,65.31,1,16.18
123.76,554.94,van,petrol,57.56,0,46.27
59.38,1196.45,van,petrol,62.85,1,26.3
87.77,600.29,van,petrol,86.65,2,36.63
307.62,783.61,van,petrol,37.08,2,131.62
103.96,723.8,van,petrol,56.38,0,42.43
221.34,1257.06,van,petrol,56.7,6,108.47
67.34,897.52,van,petrol,43.03,1,21.52
143.3,259.1,van,petrol,77.05,0,58.72
66.87,555.52,van,petrol,30.0,1,27.2
112.45,638.97,van,petrol,80.8,0,52.35
97.47,691.36,van,petrol,54.07,1,40.4
34.99,1521.98,van,petrol,74.75,1,16.14
135.43,1254.87,van,petrol,85.77,4,63.98
60.72,1076.97,van,petrol,73.64,1,28.38
98.61,813.66,van,petrol,62.48,0,43.64
39.54,1084.33,van,petrol,30.0,0,16.92
188.51,1349.34,van,petrol,55.22,2,108.48
40.75,530.77,van,petrol,42.04,0,11.57
130.88,2506.72,van,petrol,58.51,2,51.72
142.05,1055.64,van,petrol,55.51,2,42.95
42.8,226.32,van,petrol,32.8,0,13.58
142.77,1925.71,van,petrol,73.68,2,55.62
56.06,1224.53,van,petrol,32.01,1,21.99
151.69,1498.27,van,petrol,71.8,5,62.69
33.0,245.92,van,petrol,58.74,1,11.34
58.15,2595.11,van,petrol,57.52,1,26.77
33.98,1450.45,van,petrol,49.48,0,14.28
115.16,1591.07,van,petrol,54.28,0,49.23
113.06,1483.22,van,petrol,77.53,1,28.83
126.57,564.4,van,petrol,65.88,1,48.33
48.64,810.95,van,petrol,53.64,2,20.89
123.84,860.13,van,petrol,86.74,2,53.53
39.31,503.94,van,petrol,91.86,3,17.68
22.2,693.47,van,petrol,85.93,0,9.67
87.75,1423.1,van,petrol,51.71,2,43.68
37.43,1601.25,van,petrol,55.77,0,15.08
290.31,1135.39,van,petrol,79.32,5,128.99
66.39,473.88,van,petrol,39.28,2,25.53
161.33,512.75,van,petrol,69.34,3,72.64
181.88,1313.28,van,petrol,70.5,9,94.57
133.43,823.62,van,petrol,51.47,6,54.54
132.07,947.28,van,petrol,49.58,1,60.68
51.33,2040.05,van,petrol,70.25,1,26.97
19.41,362.6,van,petrol,30.22,0,8.69
137.34,541.24,van,petrol,49.61,2,42.64
27.79,430.07,van,petrol,57.72,1,8.33
96.3,789.3,van,petrol,59.11,3,31.52
44.64,1316.37,van,petrol,70.8,0,13.42
13.39,843.19,van,petrol,60.02,0,4.38
55.42,1152.09,van,petrol,52.5,0,18.89
128.19,914.9,van,petrol,30.0,2,39.87
16.52,1889.24,van,petrol,63.97,0,7.32
29.63,2718.61,van,petrol,62.18,1,10.68
40.09,1662.68,van,petrol,31.09,1,15.67
150.77,1477.11,van,petrol,64.93,3,67.38
62.83,567.86,van,petrol,71.44,3,23.48
58.62,900.23,van,petrol,81.77,1,24.98
189.18,787.86,van,petrol,32.33,7,88.78
61.89,626.27,van,petrol,73.19,3,24.77
223.37,941.99,van,petrol,62.81,2,104.58
75.24,1305.57,van,petrol,61.45,3,40.51
70.0,1110.29,van,petrol,75.31,1,35.38
173.53,1347.3,van,petrol,63.78,2,92.15
374.4,499.16,van,petrol,54.93,6,191.46
240.01,85.85,van,petrol,60.13,3,118.58
43.04,832.51,van,diesel,54.44,2,18.73
94.78,726.84,van,petrol,68.26,4,41.79
117.82,377.15,van,petrol,44.49,5,54.01
125.91,1505.22,van,petrol,63.61,6,63.63
109.63,675.84,van,petrol,45.28,2,49.53
107.77,862.51,van,petrol,66.56,0,51.7
83.36,1376.76,van,petrol,67.61,0,42.72
86.19,884.43,van,petrol,77.51,3,43.96
117.67,2252.51,van,petrol,81.25,3,65.82
130.23,571.32,van,petrol,70.24,5,71.57
44.03,1100.31,van,diesel,31.94,0,19.09
9.87,1376.58,van,petrol,65.02,0,4.11
124.1,531.37,van,petrol,86.34,2,48.09
95.93,1258.59,van,petrol,52.19,1,35.69
82.06,1458.35,van,petrol,57.28,0,36.82
25.11,499.95,van,petrol,76.76,1,10.14
77.88,1583.51,van,petrol,45.95,1,38.78
20.73,560.71,van,petrol,30.0,2,8.6
74.64,908.42,van,petrol,81.67,0,36.02
172.19,413.69,van,petrol,88.65,2,80.79
70.06,485.73,van,petrol,51.83,0,24.42
83.14,329.14,van,petrol,74.84,2,27.84
21.37,479.42,van,petrol,43.83,0,9.04
179.37,589.02,van,petrol,51.21,1,84.58
80.6,728.81,van,petrol,48.24,1,38.74
68.31,1337.28,van,petrol,57.83,0,34.84
132.27,137.92,van,petrol,30.0,4,67.1
196.88,2147.24,van,petrol,65.82,5,143.73
227.43,535.8,van,petrol,58.21,3,119.85
153.63,1235.92,van,petrol,86.86,2,80.45
24.37,1074.97,van,diesel,50.08,0,9.95
14.54,982.49,van,petrol,42.55,1,7.83
73.67,690.59,van,petrol,81.41,3,43.26
42.48,528.21,van,petrol,44.82,3,14.13
27.73,1273.91,van,petrol,71.0,1,9.79
99.75,314.76,van,petrol,62.74,1,36.77
58.22,1102.82,van,petrol,46.03,0,22.04
33.74,1037.98,van,petrol,49.63,1,15.69
84.91,896.48,van,petrol,65.9,1,36.17
91.03,356.37,van,petrol,39.71,3,37.42
98.66,592.6,van,petrol,53.8,1,43.22
143.33,645.98,van,petrol,54.85,4,46.88
29.29,917.27,van,petrol,85.94,1,13.4
97.77,201.75,van,petrol,59.73,2,44.5
250.92,842.65,van,petrol,56.3,6,134.46
22.24,1005.21,van,petrol,76.65,0,11.78
27.85,320.74,van,petrol,30.0,0,7.68
84.93,783.46,van,petrol,56.36,0,29.12
53.65,487.5,van,petrol,67.21,2,18.37
17.77,2006.62,van,petrol,46.75,1,7.66
21.36,1023.83,van,petrol,48.52,0,7.56
17.74,1588.84,van,petrol,75.12,0,8.09
266.48,594.04,van,petrol,67.58,4,82.42
227.16,548.59,van,petrol,44.91,2,94.13
230.45,1122.58,van,petrol,40.84,5,102.22
159.59,470.86,van,petrol,75.45,5,74.13
85.16,539.17,van,petrol,37.1,2,40.66
54.18,321.06,van,petrol,51.11,0,24.12
59.3,1010.77,van,petrol,48.92,0,29.01
56.76,1145.54,van,petrol,75.37,1,31.22
82.31,1081.42,van,diesel,98.13,2,37.02
31.82,735.56,van,petrol,76.44,1,13.27
153.14,2042.23,van,petrol,66.35,3,83.64
131.49,1006.14,van,petrol,45.66,1,38.75
62.45,609.16,van,petrol,64.54,2,26.09
167.37,456.07,van,petrol,66.02,2,73.35
4.45,1184.96,van,petrol,51.25,0,2.23
63.6,618.98,van,petrol,85.43,2,30.71
36.77,985.89,van,petrol,56.44,0,17.93
96.21,523.68,van,petrol,67.63,2,49.66
289.36,798.32,van,diesel,71.62,7,137.44
104.45,741.39,van,petrol,60.45,1,40.86
44.17,1062.34,van,petrol,68.34,0,17.68
195.2,545.17,van,petrol,56.07,3,77.25
144.55,1152.3,van,petrol,51.82,5,30.29
101.28,1504.32,van,petrol,63.42,5,41.89
38.11,834.79,van,petrol,64.27,3,14.77
129.75,555.78,van,petrol,68.51,1,52.78
250.18,1415.34,van,petrol,74.42,3,104.43
208.43,591.49,van,petrol,61.64,1,71.01
73.96,368.61,van,petrol,47.85,1,25.86
151.45,988.87,van,petrol,49.29,3,59.88
59.56,258.22,van,petrol,43.18,2,20.9
46.87,697.89,van,petrol,73.59,2,17.49
116.49,334.56,van,petrol,33.71,3,39.78
56.88,1948.15,van,petrol,55.94,1,31.85
21.82,1652.81,van,petrol,72.49,0,7.91
50.58,769.76,van,petrol,57.67,2,23.14
39.42,267.28,van,petrol,34.55,0,15.09
177.17,461.22,van,petrol,78.69,3,69.3
76.45,1226.26,van,petrol,59.56,0,29.4
151.97,1143.95,van,petrol,47.64,4,62.46
130.71,1132.54,van,petrol,49.18,2,51.66
45.52,1039.93,van,petrol,71.47,1,19.76
94.81,766.4,van,petrol,76.74,2,43.36
52.88,886.55,van,petrol,56.33,0,20.68
3.24,486.02,van,petrol,59.32,0,1.37
61.26,1329.51,van,petrol,36.26,4,24.34
73.38,725.55,van,petrol,89.66,2,33.38
70.07,1765.52,van,petrol,100.0,3,34.58
35.18,1221.5,van,petrol,45.85,1,16.75
29.2,900.8,van,petrol,71.34,2,15.86
37.16,342.42,van,petrol,41.11,1,16.93
210.64,1371.9,van,petrol,34.36,2,112.2
234.11,573.79,van,petrol,34.35,7,114.33
73.55,311.44,van,petrol,75.94,0,32.7
76.94,334.21,van,petrol,81.61,2,38.67
100.08,949.7,van,petrol,69.19,3,37.18
84.98,242.78,van,petrol,36.62,1,45.1
52.91,598.17,van,petrol,73.9,0,16.76
214.41,1159.03,van,petrol,67.41,1,83.39
195.23,1962.44,van,petrol,80.33,4,88.65
31.93,96.49,van,petrol,80.2,0,12.78
48.51,1262.94,van,petrol,64.08,0,21.24
14.25,911.47,van,petrol,51.21,0,6.39
206.86,969.54,van,petrol,85.54,5,102.81
74.91,1098.4,van,petrol,76.48,0,40.15
8.01,578.31,van,petrol,30.0,0,3.7
37.25,1939.85,van,petrol,67.72,1,19.35
128.56,468.96,van,petrol,55.68,2,65.86
262.36,930.34,van,petrol,56.53,6,168.1
58.5,594.28,van,petrol,72.73,3,21.94
70.55,837.12,van,petrol,52.25,2,30.4
120.25,857.97,van,petrol,77.23,1,54.61
219.08,355.06,van,petrol,30.0,7,85.45
45.3,1247.07,van,petrol,30.0,0,21.21
85.89,1332.41,van,petrol,47.46,2,36.99
72.28,850.3,van,petrol,78.56,5,29.12
29.88,393.11,van,petrol,77.86,0,10.28
66.91,1210.16,van,petrol,51.9,0,29.1
91.85,582.05,van,petrol,66.36,4,45.82
94.32,388.51,van,petrol,79.3,1,35.14
7.42,494.18,van,petrol,75.85,0,2.59
59.01,2060.48,van,petrol,69.32,0,28.44
23.55,104.51,van,petrol,45.56,1,10.36
114.85,522.37,van,petrol,39.05,4,56.82
195.9,242.26,van,petrol,80.96,3,91.41
106.73,1478.5,van,petrol,65.69,5,56.58
111.43,587.75,van,petrol,54.96,0,47.83
45.69,786.89,van,petrol,54.11,0,20.15
18.45,439.62,van,petrol,88.02,0,9.05
15.91,582.65,van,petrol,60.39,0,8.69
42.17,575.77,van,petrol,77.17,0,19.46
93.63,557.92,van,petrol,32.46,3,49.49
392.32,641.68,van,petrol,61.91,6,221.66
15.14,884.83,van,petrol,73.61,0,7.89
155.34,1202.47,van,petrol,55.43,3,63.14
115.82,821.3,van,petrol,55.47,3,44.79
160.4,1157.79,van,petrol,57.33,3,64.82
79.48,1014.68,van,petrol,62.13,6,35.4
78.51,1582.72,van,petrol,35.81,2,39.85
44.82,1472.24,van,petrol,60.67,2,22.45
22.76,636.59,van,petrol,55.8,1,8.26
71.07,436.18,van,petrol,71.46,4,34.74
83.77,442.85,van,petrol,57.43,0,41.11
124.13,890.88,van,petrol,67.76,2,53.88
88.07,2078.26,van,petrol,64.97,1,50.05
300.82,968.46,van,petrol,71.49,9,172.69
98.1,399.17,van,petrol,78.57,0,44.17
142.02,2074.31,van,petrol,63.94,4,74.03
100.4,564.1,van,petrol,59.37,4,40.59
28.43,1048.86,van,petrol,38.31,1,10.9
71.94,627.75,van,petrol,68.2,3,27.1
93.7,1147.22,van,petrol,41.76,1,34.37
77.98,787.51,van,petrol,51.29,0,26.75
122.49,609.02,van,petrol,47.92,1,44.29
169.78,1528.85,van,petrol,41.84,4,77.8
28.1,427.75,van,petrol,84.05,0,9.71
58.6,1506.49,van,petrol,65.14,1,22.48
134.12,248.22,van,petrol,73.85,0,42.68
320.02,1126.21,van,petrol,54.44,5,174.79
196.09,799.0,van,petrol,57.74,5,74.11
7.33,1007.95,van,petrol,71.11,0,2.59
140.19,961.97,van,petrol,56.26,3,58.69
58.11,815.59,van,petrol,31.98,0,15.66
10.14,1589.07,van,petrol,87.84,0,4.62
35.34,1340.78,van,petrol,48.98,0,13.02
94.8,661.67,van,petrol,52.57,2,33.25
148.51,601.55,van,petrol,61.67,6,50.07
17.09,1901.42,van,petrol,74.54,0,5.77
118.45,291.08,van,petrol,45.76,3,38.08
61.9,897.6,van,petrol,72.49,0,21.55
90.57,133.76,van,petrol,37.03,0,25.51
161.95,1406.67,van,petrol,73.32,3,54.67
40.57,1275.88,van,petrol,78.02,1,14.33
89.59,276.58,van,petrol,58.03,1,17.52
26.29,1056.51,van,petrol,61.63,0,7.31
74.94,1049.62,van,petrol,51.63,2,27.68
16.96,1304.67,van,petrol,54.77,0,8.61
130.2,861.18,van,petrol,48.26,4,67.45
105.95,1586.42,van,petrol,58.02,4,41.17
67.42,291.6,van,petrol,59.24,1,24.77
128.14,1929.94,van,petrol,46.67,4,57.97
11.04,778.34,van,petrol,61.06,0,4.0
208.15,429.77,van,petrol,64.84,6,76.13
150.5,698.08,van,petrol,59.9,9,60.19
100.93,890.41,van,petrol,56.92,1,35.8
47.2,1167.94,van,petrol,49.02,0,14.59
82.48,849.65,van,petrol,39.54,2,25.43
