temperature,refrigeration_load,inventory_volume,energy_kwh,co2_kg
10.27,0.0,392.98,349.01,170.49
9.5,0.06,544.21,474.82,232.16
5.91,1.91,649.16,758.41,370.8
-3.59,4.72,651.43,1148.1,560.01
18.62,0.0,333.38,260.59,127.78
9.53,0.21,614.64,559.74,273.55
22.57,0.0,1287.1,567.28,284.9
20.0,0.0,371.82,233.76,115.5
25.31,0.0,1063.53,546.3,272.26
20.11,0.0,1497.41,904.41,447.56
19.37,0.0,276.77,208.65,102.43
23.42,0.0,645.74,354.27,176.03
-3.67,1.22,796.67,787.77,385.53
19.94,0.0,1360.6,724.64,360.53
9.06,0.19,839.54,656.85,322.35
12.81,0.0,546.85,444.22,217.57
12.61,0.0,988.15,694.31,341.66
12.56,0.0,1039.89,661.38,326.64
22.99,0.0,191.58,120.42,59.5
9.08,1.09,614.31,648.93,317.19
15.71,0.0,481.99,416.81,203.77
12.94,0.0,1033.36,698.23,344.06
14.83,0.0,420.02,391.87,191.18
17.54,0.0,1077.05,579.09,287.99
11.86,0.0,321.19,310.01,151.11
11.97,0.0,210.77,275.9,133.58
4.86,0.32,289.69,441.16,213.5
14.2,0.0,452.97,396.45,193.75
30.0,0.0,326.27,140.78,70.79
15.17,0.0,697.81,437.96,216.4
16.62,0.0,279.07,239.67,117.19
14.96,0.0,421.05,366.97,179.36
9.33,0.12,758.12,627.32,307.24
15.27,0.0,762.49,521.47,256.85
14.73,0.0,907.0,629.24,309.77
24.1,0.0,847.7,448.72,223.31
24.2,0.0,392.07,232.73,115.25
21.76,0.0,502.88,340.35,167.7
5.37,0.99,1705.75,1330.75,654.01
18.6,0.0,187.25,207.42,100.77
7.19,0.77,1077.66,938.89,460.02
25.28,0.0,724.5,381.8,190.05
21.97,0.0,380.3,215.08,106.73
2.09,0.69,642.1,757.35,368.44
30.0,0.0,735.19,385.07,191.73
3.95,6.75,808.68,1318.15,645.61
6.46,0.25,727.99,587.38,288.1
7.52,1.59,323.49,649.3,314.6
25.39,0.0,274.98,157.58,78.15
7.75,0.78,393.38,514.0,250.0
10.87,0.0,966.07,586.76,290.3
8.94,0.84,411.13,510.46,248.62
-9.99,7.91,504.0,1359.07,663.08
8.75,0.49,560.67,472.47,231.87
-3.26,6.64,671.07,1680.31,815.83
17.7,0.0,314.78,246.0,120.63
11.92,0.0,543.61,417.63,204.9
14.64,0.0,532.57,396.81,194.88
27.77,0.0,496.22,259.17,129.06
30.0,0.0,933.71,511.78,254.3
18.43,0.0,376.42,325.48,159.12
16.67,0.0,841.03,512.76,253.65
26.18,0.0,590.76,255.38,128.39
-6.38,15.04,578.91,2045.91,1000.55
-1.27,6.35,502.43,1209.81,589.89
15.77,0.0,840.98,657.74,322.52
-0.21,1.29,588.15,780.58,379.7
-1.44,4.7,890.74,1173.13,574.74
1.74,3.21,648.24,1037.62,505.31
16.19,0.0,513.46,396.09,194.3
11.96,0.0,640.31,415.77,205.17
7.45,1.15,393.56,583.94,283.77
16.13,0.0,730.04,417.35,207.0
4.07,0.89,1086.49,1064.15,519.8
27.41,0.0,281.57,161.3,80.0
27.24,0.0,1121.25,557.4,278.22
26.03,0.0,754.19,388.11,193.4
14.77,0.0,261.32,279.83,136.06
28.61,0.0,572.86,260.27,130.5
22.19,0.0,805.48,452.04,224.38
3.94,0.12,1258.09,887.66,436.91
11.74,0.0,431.7,420.99,205.15
11.2,0.0,718.56,625.14,305.56
16.28,0.0,149.59,185.5,89.91
16.97,0.0,38.92,114.3,54.76
29.52,0.0,457.77,231.39,115.4
4.83,0.81,1064.05,940.89,460.87
4.39,4.15,653.59,1092.0,532.56
25.63,0.0,576.35,304.65,151.63
18.11,0.0,339.23,324.65,158.28
16.31,0.0,1068.31,665.27,328.82
23.43,0.0,524.44,323.71,160.06
-4.76,1.62,207.72,675.42,325.67
24.3,0.0,531.33,306.76,152.09
23.59,0.0,370.25,223.72,110.71
8.66,0.29,522.27,556.43,270.98
21.32,0.0,423.13,290.43,143.03
9.83,0.08,77.29,264.07,126.48
1.3,2.47,470.43,679.33,331.91
24.55,0.0,234.61,137.84,68.29
23.94,0.0,536.65,234.26,117.71
27.42,0.0,590.85,299.32,149.27
3.55,3.15,309.84,817.39,396.54
10.39,0.0,572.77,512.24,250.19
2.78,2.16,419.11,781.32,379.28
22.15,0.0,1075.38,573.32,285.23
20.55,0.0,639.22,376.39,186.46
11.62,0.0,718.51,613.78,300.17
14.64,0.0,717.73,509.19,250.48
19.52,0.0,682.9,500.94,246.14
7.64,0.8,278.18,464.63,225.2
30.0,0.0,244.92,126.04,62.81
28.35,0.0,410.93,236.03,117.04
27.42,0.0,1020.57,606.34,300.26
11.63,0.0,205.36,341.42,164.64
10.5,0.0,487.84,413.78,202.4
5.41,3.73,329.16,894.4,434.2
30.0,0.0,353.36,188.01,93.54
26.82,0.0,1122.08,582.19,290.01
1.33,4.04,823.02,1130.29,552.61
6.93,1.4,735.98,764.85,374.16
2.27,5.42,514.76,1216.37,591.8
15.84,0.0,208.0,267.92,129.76
17.78,0.0,472.58,336.59,165.55
26.06,0.0,980.56,518.31,257.96
21.79,0.0,486.2,311.09,153.6
10.04,0.0,391.21,407.09,198.06
14.65,0.0,362.58,356.59,173.73
26.24,0.0,336.84,185.31,92.06
25.94,0.0,243.41,125.02,62.3
-1.96,2.52,323.08,937.76,452.97
24.41,0.0,201.33,125.88,62.21
19.31,0.0,1415.9,782.77,388.81
23.14,0.0,1426.22,763.23,379.65
-1.36,1.57,559.92,932.25,451.81
18.33,0.0,1451.29,850.39,421.35
19.47,0.0,1490.36,792.33,394.24
5.05,2.94,1153.68,1097.6,539.47
4.33,0.5,772.11,753.04,367.68
10.51,0.0,490.52,484.6,236.07
0.74,1.06,1052.02,1018.61,498.0
12.56,0.0,1424.08,920.35,454.25
4.91,0.48,848.44,781.78,382.23
14.51,0.0,376.23,358.4,174.75
12.27,0.0,501.11,407.18,199.42
13.04,0.0,394.08,379.14,184.82
19.12,0.0,74.96,118.69,57.28
11.42,0.0,214.13,316.09,152.71
21.98,0.0,590.33,267.02,133.92
6.1,1.52,748.28,757.31,370.91
22.59,0.0,403.44,228.81,113.53
-0.79,4.79,480.35,1071.56,521.69
2.76,0.35,608.23,675.89,328.86
10.96,0.0,647.5,494.44,242.63
22.02,0.0,728.29,426.57,211.36
16.14,0.0,581.26,404.26,199.0
24.55,0.0,419.99,213.0,106.22
29.17,0.0,79.15,50.0,24.7
14.5,0.0,440.11,376.78,184.25
10.5,0.0,1162.94,864.59,424.63
6.07,1.42,896.62,810.35,397.74
18.38,0.0,276.45,225.96,110.65
15.72,0.0,538.68,377.25,185.66
26.72,0.0,898.77,383.96,193.17
11.83,0.0,351.01,366.63,178.36
-1.27,4.7,992.01,1261.28,617.83
14.95,0.0,726.22,467.02,230.55
-4.28,1.13,157.45,607.11,291.9
18.8,0.0,587.53,334.45,165.91
19.92,0.0,1500.09,1004.32,495.05
21.43,0.0,462.52,307.64,151.68
5.84,1.04,792.26,901.01,438.99
21.93,0.0,643.07,396.13,195.88
7.86,0.5,473.39,552.35,268.77
11.05,0.0,1256.25,888.71,437.21
19.44,0.0,301.39,240.79,117.99
30.0,0.0,696.01,359.83,179.27
20.06,0.0,905.84,504.97,250.73
21.38,0.0,885.72,505.8,250.88
22.91,0.0,850.71,517.46,256.0
12.78,0.0,359.13,300.97,147.27
18.33,0.0,164.67,174.93,85.07
19.64,0.0,303.39,238.42,116.89
26.59,0.0,1217.6,530.88,266.78
25.44,0.0,1021.37,463.5,232.42
24.22,0.0,1132.4,523.27,262.14
7.67,0.07,703.92,699.91,341.0
30.0,0.0,1084.3,528.43,264.02
-7.75,2.28,815.8,1219.59,592.4
0.28,3.45,845.96,1048.47,513.18
7.19,1.94,604.55,748.51,365.61
20.51,0.0,687.56,451.26,222.6
26.99,0.0,584.54,272.99,136.68
3.17,1.01,1294.08,1180.91,577.93
8.93,0.92,778.97,666.42,327.23
26.53,0.0,546.28,281.0,140.03
10.68,0.0,168.87,282.17,136.06
18.25,0.0,845.17,609.86,299.82
-6.04,2.58,130.68,735.4,354.63
-0.84,3.97,937.31,1241.02,606.49
14.62,0.0,822.72,519.01,256.4
5.84,0.26,659.91,657.86,320.78
4.67,0.11,558.69,627.88,305.1
18.94,0.0,1502.51,904.06,447.46
16.26,0.0,1262.55,752.28,372.48
12.44,0.0,473.88,480.2,233.78
14.84,0.0,544.71,427.66,209.67
12.04,0.0,189.59,205.78,100.02
6.84,0.5,1002.26,1024.69,499.47
28.57,0.0,409.22,211.58,105.41
6.18,0.71,987.26,959.3,468.55
14.44,0.0,454.6,386.19,188.89
14.28,0.0,436.65,375.8,183.75
16.06,0.0,580.82,439.07,215.53
23.13,0.0,65.14,51.51,25.25
23.27,0.0,421.7,196.73,98.51
14.14,0.0,694.48,479.78,236.23
26.24,0.0,992.5,407.89,205.66
15.6,0.0,1102.06,716.07,353.36
13.4,0.0,330.63,344.48,167.6
-2.44,13.63,536.92,2041.35,995.84
22.35,0.0,1576.03,679.16,341.51
12.19,0.0,927.9,648.21,319.03
27.8,0.0,519.45,246.26,123.21
21.6,0.0,415.64,256.51,126.83
22.34,0.0,1183.26,586.32,292.7
5.6,3.91,832.5,1068.8,523.34
-3.06,6.02,888.42,1640.81,798.78
9.9,0.03,387.66,432.26,210.01
17.4,0.0,362.41,269.73,132.47
21.03,0.0,519.08,337.24,166.42
-0.17,1.48,522.69,923.48,447.07
12.71,0.0,474.0,398.01,194.74
13.88,0.0,492.31,441.19,215.47
30.0,0.0,580.97,237.33,119.7
18.79,0.0,388.68,291.28,143.02
1.48,3.88,562.67,1023.97,498.76
11.94,0.0,1148.59,851.37,418.19
30.0,0.0,441.34,219.21,109.42
-6.12,1.05,2021.9,1496.62,736.68
21.96,0.0,701.57,369.51,183.93
3.42,0.84,563.22,685.65,333.66
18.89,0.0,683.92,417.95,206.73
29.64,0.0,360.09,204.55,101.48
11.88,0.0,1171.17,590.92,294.74
11.51,0.0,434.57,395.58,193.12
2.94,0.68,698.65,808.1,393.21
13.86,0.0,410.77,392.15,191.2
28.82,0.0,569.48,280.14,139.9
0.94,1.63,554.88,825.88,401.32
18.63,0.0,251.13,232.62,113.51
22.95,0.0,291.01,181.19,89.56
5.64,1.91,167.48,606.22,292.74
14.35,0.0,443.49,419.07,204.38
24.01,0.0,732.99,392.85,195.4
16.59,0.0,677.29,425.56,210.27
17.26,0.0,330.11,291.1,142.23
10.03,0.0,449.29,496.02,241.0
22.32,0.0,522.68,263.57,131.47
21.91,0.0,323.21,214.42,105.73
12.56,0.0,242.86,277.75,134.85
-2.13,2.59,721.34,1056.05,514.03
3.55,0.54,502.32,732.74,354.86
6.05,0.78,893.59,866.48,423.43
1.09,12.23,496.17,1629.94,797.91
18.53,0.0,941.14,508.97,253.05
15.86,0.0,552.04,362.72,178.92
30.0,0.0,164.63,79.39,39.69
28.51,0.0,197.3,83.14,41.86
14.27,0.0,504.39,473.96,231.18
-0.04,4.94,143.22,961.28,465.49
10.17,0.0,378.44,386.65,188.2
4.74,3.9,760.49,957.64,469.66
15.57,0.0,848.91,527.9,260.94
17.51,0.0,353.75,307.78,150.44
22.44,0.0,540.5,341.27,168.59
24.68,0.0,1456.46,692.93,346.62
9.97,0.0,379.02,383.44,186.69
8.99,0.2,551.92,448.44,219.92
12.77,0.0,851.98,607.8,298.93
-9.8,8.62,966.84,1761.99,861.05
15.42,0.0,477.89,438.17,213.87
24.54,0.0,549.19,321.1,159.11
30.0,0.0,117.83,50.0,25.16
3.65,0.85,810.05,816.92,398.99
9.95,0.08,188.51,355.64,171.31
16.85,0.0,523.75,384.33,188.84
30.0,0.0,428.39,175.21,88.37
3.09,0.86,831.85,700.54,343.98
14.38,0.0,1489.2,927.66,458.51
24.53,0.0,475.3,233.8,116.76
25.21,0.0,535.96,283.92,141.29
20.7,0.0,464.72,302.29,149.16
29.02,0.0,239.71,131.45,65.32
-5.18,0.5,569.71,797.5,386.37
24.35,0.0,822.09,335.43,169.19
18.08,0.0,993.92,618.59,305.76
-1.58,2.86,1638.72,1507.39,739.82
23.68,0.0,982.09,454.75,227.79
21.71,0.0,1025.5,588.16,291.68
0.74,5.56,369.76,1355.97,656.58
17.96,0.0,622.7,420.46,207.19
4.81,2.55,370.1,760.56,369.4
7.19,1.46,208.03,564.63,272.81
9.2,0.1,649.75,611.45,298.38
-8.51,4.65,645.59,1207.47,588.04
26.23,0.0,825.75,400.49,200.14
30.0,0.0,340.79,202.57,100.31
13.38,0.0,878.98,599.03,295.09
15.43,0.0,254.17,267.42,130.08
14.84,0.0,720.61,578.8,283.58
7.98,0.75,706.24,608.7,298.7
8.16,1.02,765.36,640.38,314.84
12.62,0.0,383.52,429.22,208.48
14.54,0.0,912.26,593.96,293.08
27.2,0.0,360.76,196.12,97.49
5.55,0.54,570.12,625.76,304.86
15.09,0.0,448.83,403.16,196.89
-0.44,2.75,382.98,953.43,461.47
18.89,0.0,154.47,178.0,86.4
20.15,0.0,248.54,193.19,94.75
15.4,0.0,205.79,236.82,114.96
9.62,0.1,483.7,470.65,229.51
21.08,0.0,538.09,368.28,181.39
10.44,0.0,458.26,365.87,179.29
4.82,2.36,677.93,742.63,364.31
29.74,0.0,245.01,111.88,56.08
24.28,0.0,379.17,189.38,94.5
18.3,0.0,906.21,580.62,286.67
22.76,0.0,246.69,154.15,76.18
1.33,0.51,367.33,543.79,263.45
10.21,0.0,509.48,457.35,223.35
3.95,3.88,521.01,1007.51,490.45
-3.45,1.73,612.57,827.88,403.1
10.92,0.0,1763.57,1060.03,524.67
24.63,0.0,1769.08,863.31,431.3
-2.86,7.7,538.94,1651.9,802.28
10.79,0.0,549.35,433.42,212.47
25.4,0.0,948.57,610.14,301.2
7.9,0.79,1327.0,1148.74,562.72
-8.7,9.24,921.55,2069.72,1007.57
-2.24,7.42,1157.58,1816.55,887.51
18.47,0.0,360.12,292.62,143.32
7.83,2.79,802.45,943.26,461.72
23.87,0.0,286.97,153.83,76.51
30.0,0.0,531.55,272.1,135.62
5.94,0.37,1354.1,1027.84,505.01
18.48,0.0,1009.06,661.42,326.28
11.07,0.0,718.56,607.74,297.3
29.47,0.0,862.78,466.28,231.84
18.1,0.0,193.18,197.87,96.31
19.25,0.0,438.85,327.58,160.87
22.92,0.0,983.01,501.46,249.99
9.33,0.22,425.7,479.2,233.05
24.88,0.0,874.55,429.71,214.61
16.28,0.0,506.54,389.06,190.88
11.21,0.0,305.41,356.29,172.9
4.57,1.41,329.19,569.49,276.5
22.77,0.0,704.31,310.66,156.01
16.77,0.0,840.6,543.47,268.24
-3.67,2.34,1156.59,1142.38,559.9
16.74,0.0,759.14,546.72,268.8
8.98,0.36,267.56,524.29,252.77
24.01,0.0,1134.82,561.47,280.32
4.28,2.79,754.63,910.8,445.73
12.65,0.0,535.05,435.14,213.11
11.17,0.0,899.92,662.97,325.71
10.63,0.0,382.74,449.56,218.14
9.79,0.08,791.7,752.34,366.97
7.44,1.3,370.32,616.89,299.35
7.77,0.31,414.69,554.26,268.7
30.0,0.0,446.07,234.93,116.95
17.17,0.0,540.61,325.34,161.03
13.58,0.0,605.78,445.13,218.7
23.31,0.0,648.52,293.56,147.23
20.0,0.0,884.98,515.46,255.46
11.2,0.0,482.5,534.16,259.52
10.05,0.0,604.4,562.52,274.45
15.42,0.0,963.86,654.76,322.58
16.47,0.0,349.95,321.68,157.0
14.31,0.0,420.34,383.01,186.97
26.8,0.0,459.12,227.9,113.76
-4.9,3.77,410.64,1101.82,533.75
11.08,0.0,845.1,650.3,319.03
23.64,0.0,434.42,244.28,121.25
12.37,0.0,666.24,553.47,270.89
22.76,0.0,1237.39,657.66,327.24
29.32,0.0,928.3,429.42,215.11
12.82,0.0,499.9,399.53,195.77
4.26,3.01,588.98,979.01,476.46
13.93,0.0,443.72,333.18,163.58
8.15,2.05,790.77,773.65,379.95
5.79,2.49,843.89,919.91,450.69
17.13,0.0,572.09,358.47,177.14
12.52,0.0,981.56,700.3,344.42
18.59,0.0,498.88,320.85,158.39
13.04,0.0,382.7,326.71,159.78
16.52,0.0,1020.46,679.7,335.1
8.07,1.19,412.38,539.5,262.93
30.0,0.0,661.55,374.57,185.86
-8.0,0.3,476.16,765.99,370.0
20.3,0.0,396.5,197.01,98.34
20.87,0.0,505.64,270.15,134.39
30.0,0.0,631.2,303.81,151.89
19.87,0.0,598.87,394.36,194.51
30.0,0.0,616.31,235.53,119.27
16.67,0.0,603.9,412.76,203.31
24.54,0.0,1066.85,473.34,237.64
15.05,0.0,265.47,266.16,129.61
22.01,0.0,314.53,186.03,92.14
26.75,0.0,296.51,155.31,77.33
6.78,1.14,465.41,583.09,284.2
-0.32,15.52,424.28,2310.08,1124.88
11.44,0.0,1764.5,1186.58,584.8
21.49,0.0,507.15,261.75,130.42
20.91,0.0,314.28,221.07,108.78
5.4,1.52,1042.47,1062.3,519.3
30.0,0.0,1072.84,594.12,295.08
6.07,4.05,819.09,1069.28,523.61
30.0,0.0,380.79,183.14,91.56
21.51,0.0,774.93,446.64,221.45
14.15,0.0,50.05,182.35,87.22
11.83,0.0,838.25,605.42,297.63
5.73,1.07,917.42,1031.23,502.39
16.87,0.0,519.97,353.05,173.94
10.02,0.0,654.39,621.37,303.01
3.98,2.83,786.96,870.13,426.86
4.69,3.08,134.81,801.74,386.91
24.09,0.0,544.09,279.17,139.13
-5.22,8.52,377.37,1415.5,689.25
30.0,0.0,1329.18,604.68,303.17
17.75,0.0,675.21,421.06,208.11
21.24,0.0,730.87,457.83,226.24
5.1,3.77,418.59,727.66,356.13
27.13,0.0,609.45,279.37,140.01
24.27,0.0,521.06,241.86,121.14
7.16,0.8,452.59,564.1,274.54
22.08,0.0,719.85,450.05,222.41
-2.46,1.57,1790.74,1846.89,901.04
10.41,0.0,246.68,340.18,164.55
14.95,0.0,510.99,445.19,217.6
18.86,0.0,263.05,183.98,90.55
21.75,0.0,1901.34,941.89,470.22
11.41,0.0,415.34,397.89,193.98
17.93,0.0,768.6,505.55,249.36
29.44,0.0,341.0,116.29,59.33
0.35,0.94,137.49,604.34,290.08
17.33,0.0,235.32,211.67,103.37
19.7,0.0,942.78,557.24,276.0
20.0,0.0,984.67,509.19,253.68
2.04,6.92,109.77,965.39,469.91
16.88,0.0,473.26,405.5,198.29
6.79,0.38,727.65,697.84,340.75
19.2,0.0,1056.52,559.29,278.34
13.79,0.0,846.18,584.57,287.83
13.85,0.0,512.3,431.91,211.3
15.25,0.0,228.3,269.83,130.91
14.62,0.0,360.04,357.39,174.08
-0.44,5.04,335.17,1125.29,545.85
0.61,5.64,250.19,1033.52,502.11
17.62,0.0,276.98,283.21,137.85
7.61,1.83,358.64,673.07,326.67
11.61,0.0,447.61,369.13,180.71
24.67,0.0,1240.34,705.78,350.13
14.08,0.0,404.12,379.14,184.94
3.91,5.82,337.06,1019.98,496.97
26.12,0.0,366.02,186.28,92.87
5.73,1.38,386.86,656.09,318.29
16.6,0.0,827.84,511.21,252.76
18.5,0.0,557.11,343.59,169.89
14.73,0.0,484.15,413.34,202.15
13.22,0.0,203.34,238.55,115.75
15.38,0.0,512.04,398.38,195.37
14.47,0.0,205.91,256.73,124.42
13.5,0.0,256.55,311.12,150.86
3.48,1.35,1015.78,946.81,463.88
7.09,0.28,107.8,376.31,180.44
5.27,1.56,250.92,580.35,280.93
24.85,0.0,759.7,390.66,194.68
26.48,0.0,514.83,294.67,146.14
23.54,0.0,316.08,177.05,87.89
13.06,0.0,1746.21,944.8,469.74
14.27,0.0,216.75,264.5,128.24
28.27,0.0,741.36,313.66,157.88
15.06,0.0,572.98,448.58,219.95
15.53,0.0,699.84,477.1,235.02
11.93,0.0,342.46,366.35,178.13
-0.16,3.78,1396.66,1195.22,589.98
14.09,0.0,484.48,323.31,159.39
18.15,0.0,308.96,298.38,145.44
25.96,0.0,349.59,137.74,69.62
30.0,0.0,211.84,107.26,53.49
1.27,7.04,452.59,1268.0,617.94
30.0,0.0,893.68,397.52,199.55
26.26,0.0,1282.29,611.34,305.77
7.81,0.44,567.02,544.24,265.96
11.15,0.0,1160.85,850.33,417.84
30.0,0.0,446.95,236.14,117.53
18.35,0.0,661.56,405.92,200.75
15.09,0.0,607.86,466.55,228.9
11.98,0.0,399.08,416.95,202.84
9.56,0.14,505.06,456.88,223.28
27.73,0.0,330.93,156.82,78.46
11.59,0.0,720.48,588.97,288.41
2.1,5.7,586.8,1416.48,688.13
5.79,1.58,210.84,500.69,242.66
-0.32,1.34,946.17,845.29,414.8
20.46,0.0,159.78,150.1,73.21
11.71,0.0,546.12,467.65,228.69
21.96,0.0,99.45,92.15,44.97
15.84,0.0,781.58,558.43,274.63
15.63,0.0,391.14,334.14,163.41
9.42,0.37,714.34,578.56,283.92
5.89,2.11,808.71,879.98,430.75
4.41,2.13,104.8,519.81,251.26
30.0,0.0,904.13,442.07,220.83
28.76,0.0,250.96,136.33,67.77
19.05,0.0,117.59,134.86,65.47
11.39,0.0,541.32,509.94,248.72
16.35,0.0,584.63,423.06,207.97
15.06,0.0,2074.46,1021.09,509.91
-1.31,4.63,935.04,1542.97,750.84
24.37,0.0,537.66,269.88,134.65
17.19,0.0,781.39,483.76,239.16
14.85,0.0,336.45,319.08,155.6
14.37,0.0,499.6,380.72,186.84
19.02,0.0,614.41,365.02,180.76
-0.73,3.38,984.8,1094.53,536.62
19.85,0.0,435.48,243.7,120.98
5.66,1.24,1338.17,996.26,491.08
7.68,0.66,772.99,644.14,316.2
10.99,0.0,431.14,336.49,165.01
17.66,0.0,215.59,204.09,99.53
18.18,0.0,867.65,543.1,268.39
0.33,1.1,714.92,803.81,391.99
14.96,0.0,304.07,286.36,139.67
27.78,0.0,364.56,194.25,96.64
9.1,0.73,599.39,658.38,320.98
15.66,0.0,753.63,543.62,267.26
-1.91,8.89,533.42,1451.14,708.58
10.56,0.0,92.59,242.18,116.15
3.61,3.27,985.84,1205.95,589.39
9.77,0.09,704.58,607.31,297.05
16.26,0.0,1513.38,944.75,466.91
15.73,0.0,676.08,527.79,258.81
8.34,0.17,761.18,672.55,328.84
24.83,0.0,297.12,144.81,72.35
20.08,0.0,416.36,257.98,127.54
11.51,0.0,401.54,407.83,198.54
22.08,0.0,649.95,378.41,187.55
27.66,0.0,329.02,170.94,85.14
16.86,0.0,292.68,250.25,122.38
28.46,0.0,807.69,404.54,201.85
7.41,1.09,545.3,559.53,273.9
1.2,5.79,459.7,952.74,466.46
7.78,3.98,669.93,871.7,427.86
24.01,0.0,447.61,248.52,123.42
-6.12,1.37,459.37,955.54,461.39
30.0,0.0,824.04,330.42,166.84
28.8,0.0,1125.82,660.5,327.25
2.85,1.06,981.13,945.01,462.19
18.61,0.0,595.07,405.86,199.92
6.04,0.71,624.41,789.13,383.36
18.95,0.0,1000.95,583.06,288.97
13.36,0.0,915.33,650.01,319.74
24.04,0.0,336.46,179.01,89.07
19.07,0.0,720.63,331.72,166.21
7.13,3.17,612.0,1066.64,518.59
9.66,0.19,500.37,494.79,241.3
19.57,0.0,430.62,275.23,135.9
21.02,0.0,471.99,308.36,152.14
6.69,0.26,399.95,550.49,266.66
16.35,0.0,824.66,477.69,236.8
2.32,1.73,1012.68,1121.71,547.48
14.51,0.0,491.06,445.17,217.35
22.94,0.0,1274.28,789.09,390.11
23.15,0.0,223.37,138.15,68.3
30.0,0.0,639.84,330.86,164.83
11.39,0.0,506.5,503.95,245.46
8.77,1.33,224.13,513.23,248.41
30.0,0.0,679.63,246.14,125.07
7.18,1.92,911.77,933.63,457.2
23.15,0.0,1123.44,593.19,295.25
14.06,0.0,606.85,454.47,223.15
18.22,0.0,633.04,382.28,189.18
16.98,0.0,535.37,389.44,191.41
11.82,0.0,302.91,336.27,163.36
16.35,0.0,202.75,217.11,105.56
-1.56,5.92,2151.21,2121.45,1042.09
17.32,0.0,322.8,266.72,130.57
9.05,0.15,476.33,511.56,248.92
7.6,0.91,420.4,634.26,307.64
7.84,0.38,514.89,439.16,215.33
14.78,0.0,535.57,487.2,237.85
13.32,0.0,581.48,473.49,231.89
16.24,0.0,323.69,285.21,139.36
23.21,0.0,1560.56,783.43,390.86
15.31,0.0,405.69,375.7,183.33
5.77,1.56,747.75,882.81,430.56
21.83,0.0,369.65,291.75,143.02
30.0,0.0,439.59,194.7,97.76
30.0,0.0,191.79,87.98,44.09
2.32,3.33,113.55,746.6,360.83
14.47,0.0,687.41,474.55,233.66
16.18,0.0,571.57,459.28,225.02
21.18,0.0,323.92,200.8,99.27
23.59,0.0,426.42,182.5,91.81
18.53,0.0,729.3,414.15,205.47
19.9,0.0,477.81,361.83,177.61
21.87,0.0,508.84,306.18,151.54
6.08,1.5,738.75,689.32,338.47
14.58,0.0,392.71,334.19,163.45
30.0,0.0,294.78,150.07,74.82
6.59,1.05,654.16,705.0,344.24
9.53,0.23,296.45,421.84,204.26
6.21,1.1,911.34,946.74,462.24
